correct as of April 4 2022
Run	PTRIG1	Cur	ChCorr	pcal	hcal	hcer	aero	htrack	ptrack	TLT	BOIL	FADC	Total
7606	22.0	41.3	117.60	0.96	0.994	0.98	0.968	0.9965	0.9965	0.9987	0.9893	0.9989	0.8871
7607	22.1	41.3	47.31	0.96	0.994	0.98	0.968	1.0000	1.0000	0.9986	0.9893	0.9989	0.8932
7608	182.3	51.3	178.48	0.96	0.994	0.98	0.968	0.9982	0.9907	0.9886	0.9867	0.9909	0.8653
7609	182.3	51.3	180.36	0.96	0.994	0.98	0.968	0.9987	0.9911	0.9894	0.9867	0.9909	0.8667
7610	180.0	51.8	111.21	0.96	0.994	0.98	0.968	0.9987	0.9889	0.9892	0.9865	0.991	0.8646
7611	372.0	51.3	158.05	0.96	0.994	0.98	0.968	0.9985	0.9845	0.9824	0.9867	0.9814	0.8465
7612	372.3	51.3	128.03	0.96	0.994	0.98	0.968	0.9978	0.9856	0.9833	0.9867	0.9814	0.8476
7613	372.4	51.3	168.68	0.96	0.994	0.98	0.968	0.9984	0.9831	0.9820	0.9867	0.9814	0.8448
7614	372.5	51.3	165.75	0.96	0.994	0.98	0.968	0.9985	0.9838	0.9820	0.9867	0.9814	0.8455
7615	373.2	51.8	173.17	0.96	0.994	0.98	0.968	0.9987	0.9862	0.9808	0.9865	0.9813	0.8465
7616	372.2	51.3	55.72	0.96	0.994	0.98	0.968	1.0000	0.9861	0.9804	0.9867	0.9814	0.8474
7617	43.6	41.3	138.96	0.96	0.994	0.98	0.968	1.0000	0.9961	0.9975	0.9893	0.9978	0.8878
7618	43.5	41.3	151.24	0.96	0.994	0.98	0.968	0.9988	0.9963	0.9972	0.9893	0.9978	0.8867
7619	43.5	41.3	106.41	0.96	0.994	0.98	0.968	1.0000	0.9983	0.9976	0.9893	0.9978	0.8899
7620	86.4	41.3	56.04	0.96	0.994	0.98	0.968	0.9969	0.9939	0.9967	0.9893	0.9957	0.8806
7621	86.6	41.3	39.07	0.96	0.994	0.98	0.968	1.0000	0.9963	0.9967	0.9893	0.9957	0.8854
7622	86.7	41.3	140.90	0.96	0.994	0.98	0.968	0.9964	0.9976	0.9962	0.9893	0.9957	0.8830
7623	86.8	41.3	141.55	0.96	0.994	0.98	0.968	1.0000	0.9977	0.9965	0.9893	0.9957	0.8864
7625	498.7	32.8	107.56	0.96	0.994	0.98	0.968	0.9984	0.9850	0.9807	0.9915	0.9751	0.8441
7626	498.8	32.8	116.70	0.96	0.994	0.98	0.968	0.9984	0.9805	0.9806	0.9915	0.9751	0.8401
7627	498.6	32.8	87.80	0.96	0.994	0.98	0.968	0.9986	0.9811	0.9802	0.9915	0.9751	0.8405
7628	499.0	32.8	103.33	0.96	0.994	0.98	0.968	0.9992	0.9836	0.9798	0.9915	0.975	0.8427
7629	498.9	32.8	97.35	0.96	0.994	0.98	0.968	0.9978	0.9789	0.9810	0.9915	0.9751	0.8385
7630	498.7	32.8	109.19	0.96	0.994	0.98	0.968	0.9989	0.9793	0.9796	0.9915	0.9751	0.8387
7631	498.7	32.8	113.47	0.96	0.994	0.98	0.968	0.9980	0.9832	0.9796	0.9915	0.9751	0.8411
7632	498.6	32.8	115.55	0.96	0.994	0.98	0.968	0.9987	0.9821	0.9789	0.9915	0.9751	0.8403
7633	498.7	32.8	106.61	0.96	0.994	0.98	0.968	0.9980	0.9820	0.9809	0.9915	0.9751	0.8413
7634	498.5	32.8	120.89	0.96	0.994	0.98	0.968	0.9985	0.9814	0.9795	0.9915	0.9751	0.8400
7635	101.2	25.8	80.14	0.96	0.994	0.98	0.968	0.9989	0.9931	0.9937	0.9933	0.9949	0.8819
7636	100.9	25.3	89.15	0.96	0.994	0.98	0.968	0.9989	0.9945	0.9939	0.9934	0.995	0.8835
7637	100.7	25.3	29.58	0.96	0.994	0.98	0.968	0.9987	0.9952	0.9938	0.9934	0.995	0.8838
7638	29.9	40.8	101.19	0.96	0.994	0.98	0.968	1.0000	0.9980	0.9980	0.9894	0.9985	0.8907
7639	29.9	40.8	34.92	0.96	0.994	0.98	0.968	1.0000	1.0000	0.9980	0.9894	0.9985	0.8925
7640	61.6	40.8	52.37	0.96	0.994	0.98	0.968	0.9979	0.9936	0.9970	0.9894	0.9969	0.8825
7641	61.2	40.8	102.73	0.96	0.994	0.98	0.968	1.0000	0.9977	0.9969	0.9894	0.9969	0.8880
7642	190.9	22.3	79.52	0.96	0.994	0.98	0.968	0.9982	0.9900	0.9908	0.9942	0.9905	0.8729
7643	190.5	22.3	69.38	0.96	0.994	0.98	0.968	0.9984	0.9916	0.9918	0.9942	0.9905	0.8752
7644	190.3	22.3	80.87	0.96	0.994	0.98	0.968	0.9983	0.9898	0.9915	0.9942	0.9905	0.8733
7645	189.7	22.3	35.39	0.96	0.994	0.98	0.968	0.9996	0.9915	0.9914	0.9942	0.9905	0.8759
7646	363.6	20.3	64.05	0.96	0.994	0.98	0.968	0.9973	0.9870	0.9845	0.9947	0.9818	0.8567
7647	363.3	20.3	66.73	0.96	0.994	0.98	0.968	0.9985	0.9857	0.9869	0.9947	0.9818	0.8587
7648	364.0	20.3	71.28	0.96	0.994	0.98	0.968	0.9986	0.9881	0.9875	0.9947	0.9818	0.8614
7649	364.6	20.3	65.88	0.96	0.994	0.98	0.968	0.9991	0.9854	0.9860	0.9947	0.9818	0.8581
7650	364.9	20.3	69.65	0.96	0.994	0.98	0.968	0.9974	0.9865	0.9859	0.9947	0.9818	0.8576
7651	418.3	23.3	77.12	0.96	0.994	0.98	0.968	0.9988	0.9841	0.9846	0.9939	0.9791	0.8526
7652	436.8	24.3	79.56	0.96	0.994	0.98	0.968	0.9977	0.9829	0.9826	0.9937	0.9782	0.8479
7654	124.0	40.8	128.82	0.96	0.994	0.98	0.968	0.9991	0.9919	0.9950	0.9894	0.9938	0.8777
7655	124.0	40.8	112.80	0.96	0.994	0.98	0.968	1.0000	0.9959	0.9951	0.9894	0.9938	0.8820
7657	241.6	40.8	124.89	0.96	0.994	0.98	0.968	0.9980	0.9940	0.9915	0.9894	0.9879	0.8702
7658	241.6	40.8	126.54	0.96	0.994	0.98	0.968	1.0000	0.9913	0.9911	0.9894	0.9879	0.8693
7659	241.6	40.8	28.91	0.96	0.994	0.98	0.968	1.0000	0.9872	0.9933	0.9894	0.9879	0.8676
7660	241.1	40.8	59.35	0.96	0.994	0.98	0.968	1.0000	0.9945	0.9907	0.9894	0.9879	0.8717
7661	496.9	13.8	48.76	0.96	0.994	0.98	0.968	0.9991	0.9832	0.9813	0.9964	0.9752	0.8479
7662	495.7	13.8	47.73	0.96	0.994	0.98	0.968	0.9980	0.9854	0.9832	0.9964	0.9752	0.8505
7663	496.5	13.8	50.39	0.96	0.994	0.98	0.968	0.9994	0.9818	0.9826	0.9964	0.9752	0.8481
7666	495.1	13.8	19.43	0.96	0.994	0.98	0.968	0.9976	0.9896	0.9829	0.9964	0.9752	0.8535
7667	495.1	13.8	27.44	0.96	0.994	0.98	0.968	0.9994	0.9826	0.9822	0.9964	0.9752	0.8484
7668	479.6	13.3	45.92	0.96	0.994	0.98	0.968	0.9990	0.9817	0.9844	0.9965	0.976	0.8499
7669	481.7	13.3	46.78	0.96	0.994	0.98	0.968	0.9983	0.9826	0.9827	0.9965	0.9759	0.8486
7670	481.9	13.3	43.54	0.96	0.994	0.98	0.968	0.9989	0.9877	0.9831	0.9965	0.9759	0.8539
7671	440.9	51.3	151.45	0.96	0.994	0.98	0.968	0.9986	0.9780	0.9762	0.9867	0.978	0.8328
7672	441.2	51.3	177.75	0.96	0.994	0.98	0.968	0.9989	0.9780	0.9757	0.9867	0.9779	0.8325
7673	52.1	41.3	129.58	0.96	0.994	0.98	0.968	0.9990	0.9979	0.9964	0.9893	0.9974	0.8872
7674	52.1	41.3	60.13	0.96	0.994	0.98	0.968	0.9929	0.9929	0.9973	0.9893	0.9974	0.8783
7675	90.7	41.3	110.23	0.96	0.994	0.98	0.968	0.9978	0.9935	0.9950	0.9893	0.9955	0.8794
7676	90.7	41.3	132.04	0.96	0.994	0.98	0.968	0.9991	0.9926	0.9951	0.9893	0.9955	0.8797
7677	90.7	41.3	57.44	0.96	0.994	0.98	0.968	1.0000	0.9885	0.9956	0.9893	0.9955	0.8773
7678	102.6	6.8	2.81	0.96	0.994	0.98	0.968	1.0000	1.0000	0.9952	0.9982	0.9949	0.8947
7679	501.5	31.8	110.53	0.96	0.994	0.98	0.968	0.9989	0.9775	0.9790	0.9917	0.9749	0.8366
7680	501.5	31.8	101.43	0.96	0.994	0.98	0.968	0.9993	0.9782	0.9787	0.9917	0.9749	0.8374
7681	501.6	31.8	105.18	0.96	0.994	0.98	0.968	0.9984	0.9778	0.9773	0.9917	0.9749	0.8350
7682	500.7	31.8	105.39	0.96	0.994	0.98	0.968	0.9980	0.9802	0.9778	0.9917	0.975	0.8372
7684	521.0	17.3	57.23	0.96	0.994	0.98	0.968	0.9977	0.9818	0.9788	0.9955	0.974	0.8415
7685	513.9	17.3	56.50	0.96	0.994	0.98	0.968	0.9981	0.9813	0.9801	0.9955	0.9743	0.8428
7686	514.5	17.3	56.16	0.96	0.994	0.98	0.968	0.9995	0.9800	0.9795	0.9955	0.9743	0.8424
7687	514.4	17.3	59.41	0.96	0.994	0.98	0.968	0.9993	0.9796	0.9812	0.9955	0.9743	0.8433
7688	514.8	17.3	47.83	0.96	0.994	0.98	0.968	0.9995	0.9797	0.9811	0.9955	0.9743	0.8435
7689	520.8	17.3	68.83	0.96	0.994	0.98	0.968	0.9983	0.9810	0.9802	0.9955	0.974	0.8425
7690	517.9	17.3	24.85	0.96	0.994	0.98	0.968	0.9989	0.9806	0.9797	0.9955	0.9741	0.8424
7692	515.8	17.3	30.00	0.96	0.994	0.98	0.968	0.9991	0.9784	0.9814	0.9955	0.9742	0.8422
7694	166.5	41.3	188.79	0.96	0.994	0.98	0.968	0.9994	0.9926	0.9923	0.9893	0.9917	0.8743
7695	166.8	41.3	128.79	0.96	0.994	0.98	0.968	0.9974	0.9912	0.9928	0.9893	0.9917	0.8716
7697	93.8	41.3	64.42	0.96	0.994	0.98	0.968	0.9988	0.9939	0.9949	0.9893	0.9953	0.8803
7698	93.9	41.3	75.76	0.96	0.994	0.98	0.968	0.9990	0.9939	0.9956	0.9893	0.9953	0.8811
7699	456.7	30.8	107.34	0.96	0.994	0.98	0.968	0.9983	0.9827	0.9794	0.9920	0.9772	0.8430
7702	456.8	30.8	103.99	0.96	0.994	0.98	0.968	0.9986	0.9810	0.9788	0.9920	0.9772	0.8414
7703	458.4	30.8	15.36	0.96	0.994	0.98	0.968	0.9993	0.9789	0.9786	0.9920	0.9771	0.8399
7706	498.8	17.3	61.91	0.96	0.994	0.98	0.968	0.9988	0.9795	0.9805	0.9955	0.9751	0.8429
7707	498.5	17.3	53.79	0.96	0.994	0.98	0.968	0.9992	0.9832	0.9801	0.9955	0.9751	0.8460
7708	498.8	17.3	57.23	0.96	0.994	0.98	0.968	0.9989	0.9829	0.9796	0.9955	0.9751	0.8451
7709	498.7	17.3	59.88	0.96	0.994	0.98	0.968	0.9981	0.9791	0.9798	0.9955	0.9751	0.8414
7710	499.3	17.3	30.32	0.96	0.994	0.98	0.968	0.9993	0.9843	0.9813	0.9955	0.975	0.8481
7711	175.6	40.8	114.13	0.96	0.994	0.98	0.968	0.9979	0.9897	0.9923	0.9894	0.9912	0.8701
7712	175.5	40.8	57.98	0.96	0.994	0.98	0.968	0.9974	0.9921	0.9924	0.9894	0.9912	0.8718
7713	324.0	40.8	37.98	0.96	0.994	0.98	0.968	0.9980	0.9822	0.9892	0.9894	0.9838	0.8544
7714	323.5	40.8	39.39	0.96	0.994	0.98	0.968	1.0000	0.9715	0.9874	0.9894	0.9838	0.8452
7715	322.7	40.8	101.21	0.96	0.994	0.98	0.968	0.9985	0.9879	0.9863	0.9894	0.9839	0.8573
7716	485.8	8.8	32.14	0.96	0.994	0.98	0.968	0.9986	0.9824	0.9829	0.9977	0.9757	0.8498
7717	484.3	8.8	34.12	0.96	0.994	0.98	0.968	0.9984	0.9789	0.9833	0.9977	0.9758	0.8469
7718	483.5	8.8	37.86	0.96	0.994	0.98	0.968	0.9989	0.9775	0.9831	0.9977	0.9758	0.8459
7719	483.9	8.8	30.86	0.96	0.994	0.98	0.968	0.9996	0.9785	0.9829	0.9977	0.9758	0.8473
7720	486.2	8.8	31.91	0.96	0.994	0.98	0.968	0.9979	0.9815	0.9828	0.9977	0.9757	0.8483
7721	492.4	9.3	35.44	0.96	0.994	0.98	0.968	0.9987	0.9848	0.9813	0.9976	0.9754	0.8501
7722	496.8	9.3	30.90	0.96	0.994	0.98	0.968	0.9989	0.9771	0.9822	0.9976	0.9752	0.8442
7723	21.2	51.8	106.85	0.96	0.994	0.98	0.968	1.0000	0.9915	0.9934	0.9865	0.9989	0.8786
7724	46.4	51.8	102.73	0.96	0.994	0.98	0.968	0.9986	0.9935	0.9923	0.9865	0.9977	0.8772
7725	6.1	41.3	52.49	0.96	0.994	0.98	0.968	1.0000	1.0000	0.9979	0.9893	0.9997	0.8934
7727	20.6	41.3	144.60	0.96	0.994	0.98	0.968	0.9976	0.9951	0.9981	0.9893	0.999	0.8864
7728	20.7	41.3	97.04	0.96	0.994	0.98	0.968	1.0000	0.9980	0.9979	0.9893	0.999	0.8909
7729	70.6	51.8	34.14	0.96	0.994	0.98	0.968	0.9951	0.9976	0.9922	0.9865	0.9965	0.8765
7730	70.7	51.8	157.65	0.96	0.994	0.98	0.968	0.9992	0.9911	0.9917	0.9865	0.9965	0.8739
7733	70.0	51.3	119.47	0.96	0.994	0.98	0.968	0.9974	0.9937	0.9917	0.9867	0.9965	0.8748
7735	165.8	50.8	154.86	0.96	0.994	0.98	0.968	0.9994	0.9897	0.9874	0.9868	0.9917	0.8652
7736	165.5	50.8	177.68	0.96	0.994	0.98	0.968	0.9983	0.9919	0.9885	0.9868	0.9917	0.8670
7737	323.3	50.8	144.50	0.96	0.994	0.98	0.968	0.9975	0.9878	0.9835	0.9868	0.9838	0.8517
7738	325.9	51.3	154.65	0.96	0.994	0.98	0.968	0.9986	0.9852	0.9822	0.9867	0.9837	0.8490
7739	323.2	50.8	16.70	0.96	0.994	0.98	0.968	0.9989	0.9840	0.9805	0.9868	0.9838	0.8469
7740	322.4	50.8	180.57	0.96	0.994	0.98	0.968	0.9990	0.9837	0.9828	0.9868	0.9839	0.8488
7741	135.7	50.8	161.02	0.96	0.994	0.98	0.968	0.9992	0.9938	0.9896	0.9868	0.9932	0.8719
7742	110.0	41.3	23.71	0.96	0.994	0.98	0.968	0.9962	0.9962	0.9908	0.9893	0.9945	0.8758
7743	136.7	51.3	138.48	0.96	0.994	0.98	0.968	0.9982	0.8663	0.9899	0.9867	0.9932	0.7593
7747	37.9	40.3	64.81	0.96	0.994	0.98	0.968	0.9975	0.9925	0.9978	0.9895	0.9981	0.8831
7748	37.7	40.3	153.36	0.96	0.994	0.98	0.968	1.0000	0.9978	0.9972	0.9895	0.9981	0.8895
7749	37.6	40.3	47.36	0.96	0.994	0.98	0.968	1.0000	0.9969	0.9975	0.9895	0.9981	0.8890
7750	72.7	40.3	42.31	0.96	0.994	0.98	0.968	0.9967	0.9933	0.9972	0.9895	0.9964	0.8811
7751	73.0	40.3	138.71	0.96	0.994	0.98	0.968	0.9943	0.9966	0.9966	0.9895	0.9963	0.8813
7752	73.1	40.3	160.07	0.96	0.994	0.98	0.968	0.9990	0.9923	0.9965	0.9895	0.9963	0.8815
7753	278.3	50.8	47.06	0.96	0.994	0.98	0.968	0.9977	0.9860	0.9830	0.9868	0.9861	0.8517
7754	278.5	50.8	176.01	0.96	0.994	0.98	0.968	0.9982	0.9878	0.9855	0.9868	0.9861	0.8559
7755	278.8	50.8	88.56	0.96	0.994	0.98	0.968	0.9976	0.9876	0.9866	0.9868	0.9861	0.8562
7757	483.4	37.8	142.42	0.96	0.994	0.98	0.968	0.9990	0.9826	0.9799	0.9902	0.9758	0.8413
7758	483.4	37.8	178.34	0.96	0.994	0.98	0.968	0.9985	0.9810	0.9805	0.9902	0.9758	0.8400
7759	483.3	37.8	138.53	0.96	0.994	0.98	0.968	0.9990	0.9807	0.9790	0.9902	0.9758	0.8390
7760	57.6	50.8	110.33	0.96	0.994	0.98	0.968	0.9984	0.9940	0.9913	0.9868	0.9971	0.8762
7762	8.5	40.8	50.13	0.96	0.994	0.98	0.968	0.9982	1.0000	0.9983	0.9894	0.9996	0.8921
7763	28.1	50.8	98.79	0.96	0.994	0.98	0.968	0.9993	0.9963	0.9946	0.9868	0.9986	0.8834
7765	69.3	20.3	64.85	0.96	0.994	0.98	0.968	0.9988	0.9941	0.9954	0.9947	0.9965	0.8869
7766	68.1	19.8	57.62	0.96	0.994	0.98	0.968	0.9983	0.9946	0.9952	0.9949	0.9966	0.8869
7768	120.5	17.8	65.03	0.96	0.994	0.98	0.968	0.9989	0.9911	0.9941	0.9954	0.994	0.8815
7769	120.3	17.8	43.23	0.96	0.994	0.98	0.968	0.9986	0.9923	0.9940	0.9954	0.994	0.8822
7770	120.1	17.8	30.36	0.96	0.994	0.98	0.968	0.9988	0.9934	0.9928	0.9954	0.994	0.8822
7771	119.9	17.8	34.26	0.96	0.994	0.98	0.968	0.9989	0.9922	0.9929	0.9954	0.994	0.8814
7772	45.7	39.8	123.95	0.96	0.994	0.98	0.968	0.9985	0.9946	0.9978	0.9897	0.9977	0.8857
7773	91.9	39.3	115.12	0.96	0.994	0.98	0.968	0.9983	0.9949	0.9961	0.9898	0.9954	0.8823
7774	92.7	39.8	66.94	0.96	0.994	0.98	0.968	0.9967	0.9933	0.9955	0.9897	0.9954	0.8789
7775	324.9	23.3	82.64	0.96	0.994	0.98	0.968	0.9985	0.9860	0.9864	0.9939	0.9838	0.8596
7776	325.3	23.3	74.06	0.96	0.994	0.98	0.968	0.9983	0.9884	0.9864	0.9939	0.9837	0.8614
7777	325.7	23.3	85.42	0.96	0.994	0.98	0.968	0.9987	0.9849	0.9863	0.9939	0.9837	0.8587
7778	146.1	20.3	66.64	0.96	0.994	0.98	0.968	0.9988	0.9922	0.9935	0.9947	0.9927	0.8801
7779	146.2	20.3	64.83	0.96	0.994	0.98	0.968	0.9971	0.9941	0.9926	0.9947	0.9927	0.8794
7781	286.3	19.3	58.71	0.96	0.994	0.98	0.968	0.9993	0.9901	0.9898	0.9950	0.9857	0.8695
7782	286.2	19.3	76.54	0.96	0.994	0.98	0.968	0.9982	0.9881	0.9890	0.9950	0.9857	0.8660
7783	489.3	17.3	55.78	0.96	0.994	0.98	0.968	0.9981	0.9830	0.9818	0.9955	0.9755	0.8468
7784	489.4	17.3	58.75	0.96	0.994	0.98	0.968	0.9996	0.9876	0.9815	0.9955	0.9755	0.8518
7785	491.1	17.3	61.10	0.96	0.994	0.98	0.968	0.9994	0.9832	0.9821	0.9955	0.9754	0.8482
7786	493.5	17.3	56.99	0.96	0.994	0.98	0.968	0.9982	0.9803	0.9810	0.9955	0.9753	0.8437
7787	495.0	17.3	37.75	0.96	0.994	0.98	0.968	0.9993	0.9824	0.9803	0.9955	0.9752	0.8457
7790	187.3	40.8	87.44	0.96	0.994	0.98	0.968	0.9989	0.9933	0.9934	0.9894	0.9906	0.8745
7791	186.9	40.8	15.80	0.96	0.994	0.98	0.968	1.0000	0.9932	0.9937	0.9894	0.9907	0.8757
7792	187.0	40.8	66.44	0.96	0.994	0.98	0.968	0.9983	0.9966	0.9912	0.9894	0.9907	0.8750
7793	27.3	40.8	103.26	0.96	0.994	0.98	0.968	0.9985	0.9925	0.9973	0.9894	0.9986	0.8839
7794	27.3	40.8	101.41	0.96	0.994	0.98	0.968	0.9955	0.9924	0.9977	0.9894	0.9986	0.8816
7796	224.6	51.3	153.03	0.96	0.994	0.98	0.968	0.9982	0.9888	0.9852	0.9867	0.9888	0.8589
7797	224.6	51.3	143.90	0.96	0.994	0.98	0.968	0.9990	0.9860	0.9851	0.9867	0.9888	0.8570
7798	418.9	51.3	152.92	0.96	0.994	0.98	0.968	0.9984	0.9815	0.9791	0.9867	0.9791	0.8390
7799	418.7	51.3	148.32	0.96	0.994	0.98	0.968	0.9987	0.9816	0.9785	0.9867	0.9791	0.8388
7800	212.0	25.8	81.94	0.96	0.994	0.98	0.968	0.9979	0.9878	0.9895	0.9933	0.9894	0.8677
7801	48.8	40.8	118.89	0.96	0.994	0.98	0.968	0.9988	0.9952	0.9972	0.9894	0.9976	0.8857
7802	48.8	40.8	90.30	0.96	0.994	0.98	0.968	1.0000	0.9927	0.9972	0.9894	0.9976	0.8844
7803	91.6	40.8	84.50	0.96	0.994	0.98	0.968	0.9972	0.9972	0.9957	0.9894	0.9954	0.8827
7804	91.8	41.3	85.36	0.96	0.994	0.98	0.968	0.9985	0.9913	0.9950	0.9893	0.9954	0.8779
7805	496.9	30.8	100.66	0.96	0.994	0.98	0.968	0.9982	0.9813	0.9782	0.9920	0.9752	0.8391
7806	497.0	30.8	119.87	0.96	0.994	0.98	0.968	0.9992	0.9824	0.9800	0.9920	0.9751	0.8424
7807	497.0	30.8	61.09	0.96	0.994	0.98	0.968	0.9989	0.9821	0.9798	0.9920	0.9752	0.8417
7808	226.5	27.8	89.69	0.96	0.994	0.98	0.968	0.9983	0.9873	0.9864	0.9928	0.9887	0.8639
7809	226.5	27.8	78.70	0.96	0.994	0.98	0.968	0.9979	0.9866	0.9885	0.9928	0.9887	0.8648
7811	54.9	41.3	105.96	0.96	0.994	0.98	0.968	1.0000	0.9914	0.9968	0.9893	0.9973	0.8826
7812	107.9	41.3	118.14	0.96	0.994	0.98	0.968	0.9986	0.9921	0.9950	0.9893	0.9946	0.8780
7813	421.7	25.8	73.58	0.96	0.994	0.98	0.968	0.9987	0.9819	0.9822	0.9933	0.9789	0.8477
7814	421.7	25.8	97.11	0.96	0.994	0.98	0.968	0.9990	0.9829	0.9818	0.9933	0.9789	0.8485
7815	487.1	14.8	51.70	0.96	0.994	0.98	0.968	0.9991	0.9862	0.9809	0.9962	0.9756	0.8503
7816	487.0	14.8	55.45	0.96	0.994	0.98	0.968	0.9986	0.9809	0.9821	0.9962	0.9756	0.8463
7817	486.9	14.8	63.47	0.96	0.994	0.98	0.968	0.9984	0.9822	0.9817	0.9962	0.9757	0.8470
7819	207.7	40.8	50.78	0.96	0.994	0.98	0.968	0.9982	0.9946	0.9912	0.9894	0.9896	0.8723
7820	207.7	41.3	110.75	0.96	0.994	0.98	0.968	0.9977	0.9916	0.9911	0.9893	0.9896	0.8690
5405	10.4623	39.7544	39.1985	0.96	0.994	0.98	0.968	0.99868	0.99802	0.9984	0.9897	0.9995	0.8910
5406	46.82	61.4078	60.6842	0.96	0.994	0.98	0.968	0.99788	0.99365	0.9885	0.9840	0.9977	0.8711
5407	47.9504	62.8651	67.73	0.96	0.994	0.98	0.968	0.99747	0.99354	0.9882	0.9837	0.9976	0.8700
5408	47.3117	62.0239	60.928	0.96	0.994	0.98	0.968	0.99846	0.99385	0.9870	0.9839	0.9976	0.8702
5409	259.135	60.4211	43.5284	0.96	0.994	0.98	0.968	0.99812	0.99095	0.9799	0.9843	0.9870	0.8523
5410	261.267	60.9305	53.6828	0.96	0.994	0.98	0.968	0.99834	0.99086	0.9786	0.9842	0.9869	0.8511
5411	266.473	62.1801	77.409	0.96	0.994	0.98	0.968	0.99789	0.99140	0.9828	0.9838	0.9867	0.8544
5413	55.2341	39.1151	46.4614	0.96	0.994	0.98	0.968	0.99896	0.99722	0.9953	0.9898	0.9972	0.8859
5414	53.0079	37.5225	37.255	0.96	0.994	0.98	0.968	0.99866	0.99866	0.9953	0.9902	0.9973	0.8874
5415	485.517	58.435	95.8796	0.96	0.994	0.98	0.968	0.99779	0.98640	0.9708	0.9848	0.9757	0.8311
5434	218.455	25.5506	31.6688	0.96	0.994	0.98	0.968	0.99789	0.99147	0.9877	0.9934	0.9891	0.8691
5435	374.653	44.5781	52.4327	0.96	0.994	0.98	0.968	0.99794	0.98847	0.9802	0.9884	0.9813	0.8489
5436	448.899	53.8985	33.2772	0.96	0.994	0.98	0.968	0.99745	0.98606	0.9755	0.9860	0.9776	0.8372
5437	755.935	50.2496	36.1608	0.96	0.994	0.98	0.968	0.99775	0.98323	0.9617	0.9869	0.9622	0.8110
5438	493.229	31.943	39.2649	0.96	0.994	0.98	0.968	0.99803	0.98780	0.9755	0.9917	0.9753	0.8420
5439	504.417	32.6763	42.9401	0.96	0.994	0.98	0.968	0.99802	0.98731	0.9778	0.9915	0.9748	0.8429
5440	495.87	32.1094	33.7235	0.96	0.994	0.98	0.968	0.99809	0.98659	0.9766	0.9917	0.9752	0.8419
5441	94.236	38.5342	41.4811	0.96	0.994	0.98	0.968	0.99927	0.99757	0.9949	0.9900	0.9953	0.8846
5442	95.0652	38.8795	51.1882	0.96	0.994	0.98	0.968	0.99786	0.99532	0.9921	0.9899	0.9952	0.8787
5443	95.2339	38.9674	22.3917	0.96	0.994	0.98	0.968	0.99835	0.99671	0.9956	0.9899	0.9952	0.8835
5444	431.42	54.468	66.7196	0.96	0.994	0.98	0.968	0.99828	0.98681	0.9730	0.9858	0.9784	0.8370
5445	407.925	51.5128	57.5177	0.96	0.994	0.98	0.968	0.99795	0.98795	0.9759	0.9866	0.9796	0.8418
5446	439.835	55.5513	35.1675	0.96	0.994	0.98	0.968	0.99801	0.98682	0.9756	0.9856	0.9780	0.8384
5447	522.921	36.3661	51.9978	0.96	0.994	0.98	0.968	0.99832	0.98657	0.9772	0.9905	0.9739	0.8405
5448	505.357	35.0494	26.6181	0.96	0.994	0.98	0.968	0.99855	0.98685	0.9748	0.9909	0.9747	0.8398
5449	509.12	35.2968	39.3776	0.96	0.994	0.98	0.968	0.99844	0.98721	0.9748	0.9908	0.9745	0.8399
5451	164.07	38.7921	66.4829	0.96	0.994	0.98	0.968	0.99813	0.99470	0.9919	0.9899	0.9918	0.8753
5452	169.018	40.006	30.3382	0.96	0.994	0.98	0.968	0.99915	0.99469	0.9940	0.9896	0.9915	0.8775
5453	549.502	19.2763	21.1305	0.96	0.994	0.98	0.968	0.99836	0.98784	0.9758	0.9950	0.9725	0.8430
5454	558.531	19.5984	25.0941	0.96	0.994	0.98	0.968	0.99861	0.98670	0.9743	0.9949	0.9721	0.8405
5455	559.487	19.6316	24.3878	0.96	0.994	0.98	0.968	0.99851	0.98604	0.9752	0.9949	0.9720	0.8405
5456	556.607	19.5253	22.5377	0.96	0.994	0.98	0.968	0.99837	0.98687	0.9752	0.9949	0.9722	0.8413
5457	252.14	56.0004	48.6543	0.96	0.994	0.98	0.968	0.99770	0.99026	0.9798	0.9854	0.9874	0.8527
5458	254.099	56.4479	59.2283	0.96	0.994	0.98	0.968	0.99755	0.98953	0.9833	0.9853	0.9873	0.8547
5459	256.622	57.0192	52.6224	0.96	0.994	0.98	0.968	0.99764	0.98998	0.9838	0.9852	0.9872	0.8554
5460	31.7001	39.1459	45.2	0.96	0.994	0.98	0.968	0.99737	0.99474	0.9976	0.9898	0.9984	0.8854
5461	31.6033	39.0499	44.5185	0.96	0.994	0.98	0.968	0.99913	0.99870	0.9973	0.9898	0.9984	0.8902
5464	108.779	47.4753	56.803	0.96	0.994	0.98	0.968	0.99814	0.99388	0.9910	0.9877	0.9946	0.8742
5465	118.218	51.449	62.1037	0.96	0.994	0.98	0.968	0.99776	0.99450	0.9895	0.9866	0.9941	0.8717
5466	119.52	51.9065	43.4861	0.96	0.994	0.98	0.968	0.99755	0.99279	0.9897	0.9865	0.9940	0.8701
5467	66.0793	54.5393	109.509	0.96	0.994	0.98	0.968	0.99812	0.99502	0.9916	0.9858	0.9967	0.8759
5468	55.6088	45.9987	46.1148	0.96	0.994	0.98	0.968	0.99773	0.99546	0.9934	0.9880	0.9972	0.8800
