correct as of April 4 2022
Run	PTRIG1	Cur	ChCorr	pcal	hcal	hcer	aero	htrack	ptrack	TLT	BOIL	FADC	Total
5726	319.011	57.9109	34.5445	0.96	0.994	0.98	0.968	0.99838	0.99074	0.9821	0.9849	0.9840	0.8523
5727	302.178	54.8279	40.353	0.96	0.994	0.98	0.968	0.99857	0.98996	0.9824	0.9857	0.9849	0.8535
5728	73.0584	39.97	35.1128	0.96	0.994	0.98	0.968	0.99887	0.99774	0.9954	0.9896	0.9963	0.8854
5729	72.741	39.8125	35.4541	0.96	0.994	0.98	0.968	0.99777	0.99638	0.9953	0.9896	0.9964	0.8832
5730	369.645	28.682	38.4488	0.96	0.994	0.98	0.968	0.99812	0.98975	0.9820	0.9925	0.9815	0.8555
5731	370.933	28.78	31.7582	0.96	0.994	0.98	0.968	0.99821	0.98986	0.9846	0.9925	0.9815	0.8578
5732	371.078	28.7927	30.68	0.96	0.994	0.98	0.968	0.99838	0.98991	0.9808	0.9925	0.9814	0.8547
5733	361.946	15.9189	17.5293	0.96	0.994	0.98	0.968	0.99829	0.99074	0.9870	0.9959	0.9819	0.8641
5734	364.239	16.0219	12.696	0.96	0.994	0.98	0.968	0.99803	0.98954	0.9836	0.9958	0.9818	0.8597
5735	362.139	15.9298	25.4571	0.96	0.994	0.98	0.968	0.99838	0.99077	0.9867	0.9959	0.9819	0.8639
5736	366.855	16.1463	23.6515	0.96	0.994	0.98	0.968	0.99861	0.98975	0.9845	0.9958	0.9817	0.8610
5737	124.856	40.4198	35.9071	0.96	0.994	0.98	0.968	0.99805	0.99521	0.9944	0.9895	0.9938	0.8792
5738	120.38	38.9679	36.979	0.96	0.994	0.98	0.968	0.99912	0.99595	0.9945	0.9899	0.9940	0.8814
5739	332.794	34.3948	36.2832	0.96	0.994	0.98	0.968	0.99851	0.99027	0.9846	0.9911	0.9834	0.8589
5740	340.62	35.2081	36.3864	0.96	0.994	0.98	0.968	0.99830	0.98934	0.9861	0.9908	0.9830	0.8587
5741	337.101	34.849	33.7531	0.96	0.994	0.98	0.968	0.99819	0.99045	0.9839	0.9909	0.9831	0.8579
5743	311.64	17.9782	26.8631	0.96	0.994	0.98	0.968	0.99809	0.99040	0.9850	0.9953	0.9844	0.8636
5744	310.874	17.9231	25.3525	0.96	0.994	0.98	0.968	0.99868	0.99097	0.9864	0.9953	0.9845	0.8659
5745	308.699	17.7899	26.2968	0.96	0.994	0.98	0.968	0.99850	0.99144	0.9846	0.9954	0.9846	0.8647
5746	206.023	37.9934	27.4133	0.96	0.994	0.98	0.968	0.99751	0.99330	0.9897	0.9901	0.9897	0.8698
5747	199.395	36.7774	28.9505	0.96	0.994	0.98	0.968	0.99928	0.99334	0.9929	0.9904	0.9900	0.8748
5748	359.955	8.92171	18.4448	0.96	0.994	0.98	0.968	0.99847	0.99034	0.9848	0.9977	0.9820	0.8636
5749	359.815	8.91708	18.3888	0.96	0.994	0.98	0.968	0.99833	0.99034	0.9848	0.9977	0.9820	0.8635
5750	360.594	8.93883	19.1917	0.96	0.994	0.98	0.968	0.99861	0.99056	0.9864	0.9977	0.9820	0.8653
5751	351.985	4.95192	17.9027	0.96	0.994	0.98	0.968	0.99839	0.99090	0.9860	0.9987	0.9824	0.8663
5752	484.186	6.96755	19.8503	0.96	0.994	0.98	0.968	0.99850	0.98674	0.9805	0.9982	0.9758	0.8518
5753	539.862	7.81311	23.6091	0.96	0.994	0.98	0.968	0.99855	0.98712	0.9793	0.9980	0.9730	0.8485
5754	541.013	7.83368	9.64024	0.96	0.994	0.98	0.968	0.99854	0.98656	0.9787	0.9980	0.9729	0.8474
5756	298.291	9.69492	28.9649	0.96	0.994	0.98	0.968	0.99862	0.99224	0.9861	0.9975	0.9851	0.8691
5757	286.628	9.30706	30.546	0.96	0.994	0.98	0.968	0.99909	0.99076	0.9869	0.9976	0.9857	0.8695
5758	222.878	21.4104	63.1364	0.96	0.994	0.98	0.968	0.99871	0.99075	0.9904	0.9944	0.9889	0.8724
5759	417.709	21.6655	42.8242	0.96	0.994	0.98	0.968	0.99852	0.98818	0.9836	0.9944	0.9791	0.8554
5760	468.345	3.95065	13.9294	0.96	0.994	0.98	0.968	0.99871	0.98792	0.9826	0.9990	0.9766	0.8562
5761	469.621	3.96152	12.8002	0.96	0.994	0.98	0.968	0.99844	0.98759	0.9811	0.9990	0.9765	0.8543
5762	470.097	3.9657	5.36071	0.96	0.994	0.98	0.968	0.99848	0.98865	0.9819	0.9990	0.9765	0.8559
5767	461.34	8.94676	27.1718	0.96	0.994	0.98	0.968	0.99860	0.98735	0.9806	0.9977	0.9769	0.8530
5768	461.581	8.95329	20.9358	0.96	0.994	0.98	0.968	0.99923	0.98643	0.9804	0.9977	0.9769	0.8526
5773	55.9711	54.4555	36.5421	0.96	0.994	0.98	0.968	0.99837	0.99636	0.9931	0.9858	0.9972	0.8791
5774	55.7937	54.1744	110.376	0.96	0.994	0.98	0.968	0.99799	0.99529	0.9932	0.9859	0.9972	0.8780
5783	123.696	49.3275	48.6222	0.96	0.994	0.98	0.968	0.99716	0.99424	0.9884	0.9872	0.9938	0.8703
5784	145.82	58.1831	64.3633	0.96	0.994	0.98	0.968	0.99709	0.99412	0.9860	0.9849	0.9927	0.8650
5785	150.713	60.1488	36.3141	0.96	0.994	0.98	0.968	0.99717	0.99347	0.9849	0.9844	0.9925	0.8628
5786	15.4289	39.1033	36.9943	0.96	0.994	0.98	0.968	0.99729	0.99548	0.9987	0.9898	0.9992	0.8877
5787	14.5798	36.9539	35.2323	0.96	0.994	0.98	0.968	0.99819	0.99909	0.9983	0.9904	0.9993	0.8919
5788	9.37551	39.2282	35.9233	0.96	0.994	0.98	0.968	1.00000	0.99334	0.9990	0.9898	0.9995	0.8887
5789	9.32633	39.0242	35.3695	0.96	0.994	0.98	0.968	0.99865	0.99865	0.9988	0.9899	0.9995	0.8922
5790	87.3133	59.7873	47.9295	0.96	0.994	0.98	0.968	0.99734	0.99497	0.9897	0.9845	0.9956	0.8714
5791	84.1741	57.5895	47.5968	0.96	0.994	0.98	0.968	0.99708	0.99446	0.9933	0.9850	0.9958	0.8745
5792	82.6068	56.5238	47.1371	0.96	0.994	0.98	0.968	0.99736	0.99480	0.9918	0.9853	0.9959	0.8741
5793	30.6274	51.8128	47.7312	0.96	0.994	0.98	0.968	0.99693	0.99629	0.9942	0.9865	0.9985	0.8805
5794	32.7664	55.3616	48.3157	0.96	0.994	0.98	0.968	0.99799	0.99582	0.9941	0.9856	0.9984	0.8800
5795	33.8445	57.3326	48.7385	0.96	0.994	0.98	0.968	0.99753	0.99644	0.9942	0.9851	0.9983	0.8798
5797	19.6779	57.9904	51.3315	0.96	0.994	0.98	0.968	0.99748	0.99723	0.9951	0.9849	0.9990	0.8816
5798	19.258	56.8597	46.5481	0.96	0.994	0.98	0.968	0.99723	0.99639	0.9966	0.9852	0.9990	0.8823
5800	19.0196	56.156	34.4033	0.96	0.994	0.98	0.968	0.99885	0.99656	0.9947	0.9854	0.9990	0.8823
5801	5.75659	39.3702	35.1321	0.96	0.994	0.98	0.968	0.99601	1.00000	0.9987	0.9898	0.9997	0.8910
5802	5.80265	39.6954	36.0477	0.96	0.994	0.98	0.968	1.00000	1.00000	0.9987	0.9897	0.9997	0.8944
5803	45.7003	53.536	47.4748	0.96	0.994	0.98	0.968	0.99725	0.99465	0.9933	0.9861	0.9977	0.8775
5804	43.0703	50.4275	47.5055	0.96	0.994	0.98	0.968	0.99703	0.99585	0.9946	0.9869	0.9978	0.8803
5805	46.6953	54.6415	48.011	0.96	0.994	0.98	0.968	0.99811	0.99547	0.9946	0.9858	0.9977	0.8798
5806	24.5222	49.082	47.8583	0.96	0.994	0.98	0.968	0.99685	0.99527	0.9958	0.9872	0.9988	0.8819
5807	25.3871	50.6351	49.002	0.96	0.994	0.98	0.968	0.99690	0.99596	0.9952	0.9868	0.9987	0.8815
5808	22.5533	44.6517	47.0758	0.96	0.994	0.98	0.968	0.99727	0.99561	0.9939	0.9884	0.9989	0.8819
5809	3.47413	38.5686	64.378	0.96	0.994	0.98	0.968	0.99834	1.00000	0.9989	0.9900	0.9998	0.8935
5810	3.49636	38.7962	20.0486	0.96	0.994	0.98	0.968	1.00000	1.00000	0.9988	0.9899	0.9998	0.8948
5812	9.87299	45.5062	63.2277	0.96	0.994	0.98	0.968	0.99851	0.99627	0.9972	0.9882	0.9995	0.8869
5813	6.23882	31.2588	26.6893	0.96	0.994	0.98	0.968	0.99785	0.99678	0.9978	0.9919	0.9997	0.8909
5814	4.99469	40.6822	47.4133	0.96	0.994	0.98	0.968	0.99909	0.99452	0.9976	0.9894	0.9998	0.8876
5815	6.29887	48.6129	57.9435	0.96	0.994	0.98	0.968	0.99716	0.99716	0.9979	0.9874	0.9997	0.8866
5816	6.04209	47.6195	39.0044	0.96	0.994	0.98	0.968	0.99473	0.99262	0.9975	0.9876	0.9997	0.8803
5817	2.20107	39.0001	23.8722	0.96	0.994	0.98	0.968	1.00000	1.00000	0.9993	0.9899	0.9999	0.8954
5818	2.15352	38.1448	26.2668	0.96	0.994	0.98	0.968	1.00000	0.99254	0.9995	0.9901	0.9999	0.8890
5819	2.17652	38.6025	23.1138	0.96	0.994	0.98	0.968	1.00000	1.00000	0.9998	0.9900	0.9999	0.8959
5820	14.2255	47.3565	47.0695	0.96	0.994	0.98	0.968	0.99716	0.99432	0.9966	0.9877	0.9993	0.8828
5821	14.384	47.9449	47.0632	0.96	0.994	0.98	0.968	0.99712	0.99309	0.9971	0.9875	0.9993	0.8820
5822	13.9296	46.2126	51.8633	0.96	0.994	0.98	0.968	0.99826	0.99429	0.9977	0.9880	0.9993	0.8850
5826	330.125	31.8254	43.8969	0.96	0.994	0.98	0.968	0.99740	0.99013	0.9801	0.9917	0.9835	0.8546
5828	403.858	38.941	37.3735	0.96	0.994	0.98	0.968	0.99736	0.98872	0.9805	0.9899	0.9798	0.8489
5831	472.271	19.8097	20.9665	0.96	0.994	0.98	0.968	0.99734	0.98813	0.9825	0.9948	0.9764	0.8514
5833	131.284	40.156	33.056	0.96	0.994	0.98	0.968	0.99823	0.99436	0.9934	0.9896	0.9934	0.8775
5834	125.329	38.3172	40.9052	0.96	0.994	0.98	0.968	0.99821	0.99419	0.9946	0.9900	0.9937	0.8791
5835	222.833	39.2351	24.425	0.96	0.994	0.98	0.968	0.99855	0.99269	0.9897	0.9898	0.9889	0.8693
5836	225.602	39.7318	23.0703	0.96	0.994	0.98	0.968	0.99824	0.99211	0.9908	0.9897	0.9887	0.8692
5837	224.205	39.4793	23.8331	0.96	0.994	0.98	0.968	0.99856	0.99254	0.9914	0.9897	0.9888	0.8705
5838	454.682	10.896	18.3368	0.96	0.994	0.98	0.968	0.99784	0.98848	0.9823	0.9972	0.9773	0.8547
5839	455.063	10.902	9.41089	0.96	0.994	0.98	0.968	0.99797	0.98867	0.9825	0.9972	0.9772	0.8551
5840	449.543	10.7672	13.5659	0.96	0.994	0.98	0.968	0.99801	0.98798	0.9834	0.9972	0.9775	0.8556
5841	454.498	10.8893	11.3497	0.96	0.994	0.98	0.968	0.99780	0.98925	0.9837	0.9972	0.9773	0.8565
5842	420.818	23.4406	25.8521	0.96	0.994	0.98	0.968	0.99788	0.98860	0.9816	0.9939	0.9790	0.8529
5843	426.717	23.7863	27.0905	0.96	0.994	0.98	0.968	0.99775	0.98842	0.9802	0.9938	0.9787	0.8510
5844	411.335	22.9135	21.6733	0.96	0.994	0.98	0.968	0.99770	0.98882	0.9800	0.9940	0.9794	0.8521
5846	445.233	5.96849	4.42991	0.96	0.994	0.98	0.968	0.99860	0.98624	0.9800	0.9984	0.9777	0.8529
5847	443.061	5.93358	13.8719	0.96	0.994	0.98	0.968	0.99862	0.98628	0.9808	0.9985	0.9778	0.8538
5848	444.828	5.95725	12.9613	0.96	0.994	0.98	0.968	0.99861	0.98682	0.9801	0.9985	0.9778	0.8535
5849	446.601	5.97701	14.7051	0.96	0.994	0.98	0.968	0.99863	0.98609	0.9802	0.9984	0.9777	0.8529
5850	399.854	14.051	18.431	0.96	0.994	0.98	0.968	0.99844	0.98685	0.9848	0.9963	0.9800	0.8576
5851	398.346	13.9978	16.0459	0.96	0.994	0.98	0.968	0.99844	0.98598	0.9822	0.9964	0.9801	0.8547
5852	436.37	2.57554	8.43996	0.96	0.994	0.98	0.968	0.99868	0.98609	0.9842	0.9993	0.9782	0.8576
5853	419.741	2.46864	8.35702	0.96	0.994	0.98	0.968	0.99868	0.98789	0.9867	0.9994	0.9790	0.8622
5854	418.706	2.46186	7.87896	0.96	0.994	0.98	0.968	0.99849	0.98703	0.9850	0.9994	0.9791	0.8598
5855	481.471	2.41289	9.12101	0.96	0.994	0.98	0.968	0.99834	0.98840	0.9831	0.9994	0.9759	0.8564
5856	486.504	2.44101	8.38851	0.96	0.994	0.98	0.968	0.99872	0.98822	0.9820	0.9994	0.9757	0.8554
5857	486.482	2.44162	7.7445	0.96	0.994	0.98	0.968	0.99841	0.98818	0.9822	0.9994	0.9757	0.8553
5858	385.8	11.8955	18.9521	0.96	0.994	0.98	0.968	0.99838	0.99072	0.9832	0.9969	0.9807	0.8607
5859	383.264	11.8176	18.7251	0.96	0.994	0.98	0.968	0.99884	0.99076	0.9830	0.9969	0.9808	0.8611
5860	451.162	4.79523	13.3509	0.96	0.994	0.98	0.968	0.99857	0.98890	0.9808	0.9988	0.9774	0.8559
5862	460.664	4.90376	13.5312	0.96	0.994	0.98	0.968	0.99859	0.98945	0.9792	0.9987	0.9770	0.8545
5865	449.153	4.78027	8.02961	0.96	0.994	0.98	0.968	0.99838	0.98928	0.9805	0.9988	0.9775	0.8559
5867	466.021	6.7201	15.2642	0.96	0.994	0.98	0.968	0.99965	0.98872	0.9792	0.9983	0.9767	0.8542
5868	465.254	6.70688	17.8862	0.96	0.994	0.98	0.968	0.99873	0.98748	0.9789	0.9983	0.9767	0.8521
5869	466.06	6.71675	13.244	0.96	0.994	0.98	0.968	0.99929	0.98686	0.9795	0.9983	0.9767	0.8525
5870	473.122	3.24352	8.42153	0.96	0.994	0.98	0.968	0.99887	0.98812	0.9800	0.9992	0.9763	0.8541
5871	478.687	3.28479	7.79588	0.96	0.994	0.98	0.968	0.99891	0.98689	0.9807	0.9991	0.9761	0.8535
5872	486.13	3.33943	8.35751	0.96	0.994	0.98	0.968	0.99848	0.98718	0.9803	0.9991	0.9757	0.8527
5873	478.825	3.28518	7.89616	0.96	0.994	0.98	0.968	0.99839	0.98787	0.9815	0.9991	0.9761	0.8545
5874	391.937	16.5602	19.7897	0.96	0.994	0.98	0.968	0.99869	0.98864	0.9819	0.9957	0.9804	0.8567
5875	406.674	17.2097	20.1409	0.96	0.994	0.98	0.968	0.99917	0.99214	0.9821	0.9955	0.9797	0.8595
5876	399.009	27.2409	27.2938	0.96	0.994	0.98	0.968	0.99826	0.98958	0.9829	0.9929	0.9800	0.8553
5877	414.273	28.3277	28.6856	0.96	0.994	0.98	0.968	0.99757	0.98735	0.9834	0.9926	0.9793	0.8523
5878	474.649	4.78865	14.0612	0.96	0.994	0.98	0.968	0.99873	0.98785	0.9823	0.9988	0.9763	0.8554
5879	473.075	4.77106	15.6028	0.96	0.994	0.98	0.968	0.99906	0.98894	0.9808	0.9988	0.9763	0.8554
5880	476.057	4.80223	13.2632	0.96	0.994	0.98	0.968	0.99879	0.98798	0.9816	0.9988	0.9762	0.8549
5881	456.822	9.48282	21.0811	0.96	0.994	0.98	0.968	0.99855	0.98841	0.9789	0.9975	0.9772	0.8525
5882	452.734	9.39534	19.5321	0.96	0.994	0.98	0.968	0.99915	0.98768	0.9795	0.9976	0.9774	0.8531
5887	490.252	18.0341	36.0253	0.96	0.994	0.98	0.968	0.99903	0.98752	0.9789	0.9953	0.9755	0.8488
5889	488.562	17.9716	41.7721	0.96	0.994	0.98	0.968	0.99913	0.98720	0.9761	0.9953	0.9756	0.8462
5890	492.161	18.1068	16.5645	0.96	0.994	0.98	0.968	0.99853	0.98599	0.9813	0.9953	0.9754	0.8491
5894	307.019	40.3036	46.3527	0.96	0.994	0.98	0.968	0.99894	0.98991	0.9861	0.9895	0.9846	0.8600
5895	494.478	9.03217	20.3109	0.96	0.994	0.98	0.968	0.99887	0.98723	0.9790	0.9977	0.9753	0.8503
5896	494.433	9.03093	18.9905	0.96	0.994	0.98	0.968	0.99868	0.98771	0.9816	0.9977	0.9753	0.8528
5898	494.28	9.02666	10.7799	0.96	0.994	0.98	0.968	0.99898	0.98526	0.9794	0.9977	0.9753	0.8491
5899	497.588	9.0901	6.09943	0.96	0.994	0.98	0.968	0.99875	0.98860	0.9799	0.9976	0.9751	0.8520
5901	440.74	14.5923	29.8751	0.96	0.994	0.98	0.968	0.99832	0.98848	0.9820	0.9962	0.9780	0.8546
5902	449.14	14.8821	28.1976	0.96	0.994	0.98	0.968	0.99883	0.98755	0.9798	0.9961	0.9775	0.8519
5903	447.36	14.8144	23.1241	0.96	0.994	0.98	0.968	0.99870	0.98857	0.9793	0.9961	0.9776	0.8524
5904	165.109	37.4242	39.9179	0.96	0.994	0.98	0.968	0.99924	0.99240	0.9917	0.9903	0.9917	0.8742
5905	177.125	40.2143	35.4223	0.96	0.994	0.98	0.968	0.99747	0.99465	0.9910	0.9895	0.9911	0.8729
5906	480.817	30.7894	57.3214	0.96	0.994	0.98	0.968	0.99869	0.98669	0.9763	0.9920	0.9760	0.8432
5907	464.545	29.7942	64.3388	0.96	0.994	0.98	0.968	0.99850	0.98767	0.9768	0.9923	0.9768	0.8452
5908	290.791	32.9375	45.0744	0.96	0.994	0.98	0.968	0.99890	0.98662	0.9804	0.9914	0.9855	0.8546
5909	305.389	34.4202	45.097	0.96	0.994	0.98	0.968	0.99821	0.98813	0.9805	0.9911	0.9847	0.8544
5910	316.483	35.4381	30.4782	0.96	0.994	0.98	0.968	0.99865	0.98856	0.9812	0.9908	0.9842	0.8550
5912	105.383	39.9225	20.1936	0.96	0.994	0.98	0.968	0.99870	0.99416	0.9938	0.9896	0.9947	0.8793
5913	104.9	39.7459	52.5443	0.96	0.994	0.98	0.968	0.99856	0.99281	0.9936	0.9897	0.9948	0.8778
5914	412.559	22.1522	27.6551	0.96	0.994	0.98	0.968	0.99856	0.98634	0.9791	0.9942	0.9794	0.8500
5915	414.004	22.228	30.0103	0.96	0.994	0.98	0.968	0.99801	0.98661	0.9797	0.9942	0.9793	0.8502
5916	406.163	21.7988	27.8926	0.96	0.994	0.98	0.968	0.99849	0.98686	0.9782	0.9943	0.9797	0.8500
5917	417.034	10.8425	19.6006	0.96	0.994	0.98	0.968	0.99868	0.98497	0.9817	0.9972	0.9791	0.8535
5918	424.494	11.0438	19.0741	0.96	0.994	0.98	0.968	0.99887	0.98582	0.9816	0.9971	0.9788	0.8539
5919	426.595	11.0997	19.229	0.96	0.994	0.98	0.968	0.99887	0.98692	0.9809	0.9971	0.9787	0.8542
5920	211.69	39.7776	35.7776	0.96	0.994	0.98	0.968	0.99919	0.98645	0.9904	0.9897	0.9894	0.8652
5921	200.177	37.5826	29.0394	0.96	0.994	0.98	0.968	0.99873	0.98704	0.9886	0.9902	0.9900	0.8648
5922	454.52	26.9478	27.5479	0.96	0.994	0.98	0.968	0.99869	0.98336	0.9763	0.9930	0.9773	0.8422
5923	456.768	27.086	28.5293	0.96	0.994	0.98	0.968	0.99848	0.98448	0.9767	0.9930	0.9772	0.8433
5924	458.672	27.203	26.1239	0.96	0.994	0.98	0.968	0.99831	0.98352	0.9777	0.9929	0.9771	0.8431
5925	455.913	12.8251	24.3659	0.96	0.994	0.98	0.968	0.99850	0.98358	0.9774	0.9967	0.9772	0.8463
5926	455.682	12.815	42.6441	0.96	0.994	0.98	0.968	0.99860	0.98375	0.9794	0.9967	0.9772	0.8482
5927	477.724	5.96098	23.5079	0.96	0.994	0.98	0.968	0.99854	0.98450	0.9796	0.9985	0.9761	0.8496
5928	469.756	5.85521	18.3679	0.96	0.994	0.98	0.968	0.99866	0.98535	0.9809	0.9985	0.9765	0.8519
5930	426.259	34.7329	23.272	0.96	0.994	0.98	0.968	0.99836	0.98236	0.9821	0.9910	0.9787	0.8457
5931	454.003	20.0355	22.1845	0.96	0.994	0.98	0.968	0.99769	0.98612	0.9824	0.9948	0.9773	0.8506
5932	453.088	19.9877	22.7549	0.96	0.994	0.98	0.968	0.99831	0.97992	0.9780	0.9948	0.9773	0.8421
5933	451.892	3.38848	9.51619	0.96	0.994	0.98	0.968	0.99857	0.98311	0.9842	0.9991	0.9774	0.8541
5934	462.545	3.47548	12.0587	0.96	0.994	0.98	0.968	0.99883	0.98309	0.9810	0.9991	0.9769	0.8510
5935	463.858	3.484	10.885	0.96	0.994	0.98	0.968	0.99872	0.98234	0.9812	0.9991	0.9768	0.8504
5936	419.19	7.02402	22.7656	0.96	0.994	0.98	0.968	0.99880	0.98351	0.9816	0.9982	0.9790	0.8530
5937	401.697	6.71565	12.6831	0.96	0.994	0.98	0.968	0.99941	0.98533	0.9807	0.9983	0.9799	0.8552
5938	402.215	6.72568	10.1058	0.96	0.994	0.98	0.968	0.99912	0.98229	0.9817	0.9983	0.9799	0.8531
5939	439.352	19.5896	23.755	0.96	0.994	0.98	0.968	0.99853	0.99009	0.9832	0.9949	0.9780	0.8562
5940	446.425	19.9108	23.3207	0.96	0.994	0.98	0.968	0.99860	0.98914	0.9829	0.9948	0.9777	0.8547
5941	448.073	19.9853	24.3443	0.96	0.994	0.98	0.968	0.99843	0.98901	0.9815	0.9948	0.9776	0.8532
5943	283.534	39.0678	29.3865	0.96	0.994	0.98	0.968	0.99878	0.99399	0.9880	0.9898	0.9858	0.8664
5944	282.07	38.8548	30.0169	0.96	0.994	0.98	0.968	0.99881	0.99110	0.9879	0.9899	0.9859	0.8640
5945	518.866	9.98145	9.6697	0.96	0.994	0.98	0.968	0.99857	0.98825	0.9803	0.9974	0.9741	0.8508
5946	520.264	10.0092	17.0179	0.96	0.994	0.98	0.968	0.99819	0.98841	0.9812	0.9974	0.9740	0.8513
5948	519.393	9.99157	17.6644	0.96	0.994	0.98	0.968	0.99867	0.98812	0.9802	0.9974	0.9740	0.8506
5949	477.122	17.8727	23.6228	0.96	0.994	0.98	0.968	0.99826	0.98887	0.9798	0.9954	0.9761	0.8507
5950	469.419	17.5759	20.9321	0.96	0.994	0.98	0.968	0.99864	0.98905	0.9780	0.9954	0.9765	0.8500
5951	481.199	18.0247	17.9049	0.96	0.994	0.98	0.968	0.99834	0.98841	0.9799	0.9953	0.9759	0.8502
5952	143.262	39.422	35.5581	0.96	0.994	0.98	0.968	0.99907	0.99471	0.9941	0.9898	0.9928	0.8788
5959	181.613	24.2696	19.9304	0.96	0.994	0.98	0.968	0.99829	0.99437	0.9889	0.9937	0.9909	0.8750
5960	183.305	24.5971	27.7276	0.96	0.994	0.98	0.968	0.99815	0.99462	0.9918	0.9936	0.9908	0.8775
5961	147.851	19.8876	27.9661	0.96	0.994	0.98	0.968	0.99811	0.99552	0.9933	0.9948	0.9926	0.8822
5962	148.476	19.9979	34.4976	0.96	0.994	0.98	0.968	0.99878	0.99472	0.9926	0.9948	0.9926	0.8814
5963	283.354	24.2538	36.154	0.96	0.994	0.98	0.968	0.99851	0.99281	0.9853	0.9937	0.9858	0.8662
5965	445.539	37.253	35.704	0.96	0.994	0.98	0.968	0.99847	0.98838	0.9797	0.9903	0.9777	0.8474
5966	144.316	39.7772	35.0938	0.96	0.994	0.98	0.968	0.99844	0.99563	0.9932	0.9897	0.9928	0.8781
5969	356.517	51.5615	50.5079	0.96	0.994	0.98	0.968	0.99769	0.99087	0.9781	0.9866	0.9822	0.8481
5970	372.604	53.7108	38.9637	0.96	0.994	0.98	0.968	0.99827	0.98975	0.9806	0.9860	0.9814	0.8487
5971	372.257	53.3599	40.8998	0.96	0.994	0.98	0.968	0.99780	0.99013	0.9797	0.9861	0.9814	0.8479
5972	484.014	35.922	33.9143	0.96	0.994	0.98	0.968	0.99800	0.98892	0.9793	0.9907	0.9758	0.8457
5973	487.428	36.1589	30.279	0.96	0.994	0.98	0.968	0.99830	0.98879	0.9811	0.9906	0.9756	0.8473
5974	479.787	35.6034	31.1933	0.96	0.994	0.98	0.968	0.99835	0.98900	0.9789	0.9907	0.9760	0.8460
5975	73.1849	38.1303	32.1373	0.96	0.994	0.98	0.968	0.99880	0.99641	0.9972	0.9901	0.9963	0.8862
5976	70.2967	36.6077	39.0586	0.96	0.994	0.98	0.968	0.99974	0.99770	0.9966	0.9905	0.9965	0.8881
5977	163.777	31.7842	24.4782	0.96	0.994	0.98	0.968	0.99866	0.99463	0.9940	0.9917	0.9918	0.8791
5978	178.04	34.6093	50.2037	0.96	0.994	0.98	0.968	0.99836	0.99476	0.9923	0.9910	0.9911	0.8762
5980	487.05	29.6957	45.31	0.96	0.994	0.98	0.968	0.99800	0.98891	0.9804	0.9923	0.9756	0.8480
5981	496.441	30.2737	45.7556	0.96	0.994	0.98	0.968	0.99862	0.99017	0.9813	0.9921	0.9752	0.8498
5982	489.028	29.813	38.7255	0.96	0.994	0.98	0.968	0.99816	0.98940	0.9793	0.9922	0.9755	0.8474
5984	466.464	14.8619	29.1098	0.96	0.994	0.98	0.968	0.99817	0.98977	0.9823	0.9961	0.9767	0.8547
5987	458.103	14.591	30.9029	0.96	0.994	0.98	0.968	0.99823	0.99032	0.9827	0.9962	0.9771	0.8560
5988	479.824	9.05104	22.2269	0.96	0.994	0.98	0.968	0.99869	0.98985	0.9820	0.9976	0.9760	0.8556
5989	480.48	9.06437	21.3006	0.96	0.994	0.98	0.968	0.99825	0.98990	0.9812	0.9976	0.9760	0.8546
5990	480.069	9.05651	11.1451	0.96	0.994	0.98	0.968	0.99851	0.98971	0.9809	0.9976	0.9760	0.8544
5991	480.466	9.06532	8.34266	0.96	0.994	0.98	0.968	0.99897	0.99017	0.9809	0.9976	0.9760	0.8552
5993	489.705	18.0522	30.4165	0.96	0.994	0.98	0.968	0.99889	0.98843	0.9798	0.9953	0.9755	0.8503
5994	489.984	18.0663	27.9258	0.96	0.994	0.98	0.968	0.99844	0.98880	0.9805	0.9953	0.9755	0.8507
5996	490.511	18.0726	24.2511	0.96	0.994	0.98	0.968	0.99849	0.99016	0.9806	0.9953	0.9755	0.8520
5997	319.409	39.7987	54.5956	0.96	0.994	0.98	0.968	0.99815	0.99388	0.9872	0.9897	0.9840	0.8634
5998	312.556	38.9451	17.0717	0.96	0.994	0.98	0.968	0.99947	0.99206	0.9874	0.9899	0.9844	0.8636
5999	452.327	34.6941	42.707	0.96	0.994	0.98	0.968	0.99930	0.99079	0.9829	0.9910	0.9774	0.8532
6000	438.559	33.5978	21.3285	0.96	0.994	0.98	0.968	0.99801	0.98835	0.9803	0.9913	0.9781	0.8486
6001	493.16	5.56606	9.85146	0.96	0.994	0.98	0.968	0.99903	0.98981	0.9823	0.9986	0.9753	0.8563
6002	487.077	5.49276	10.1525	0.96	0.994	0.98	0.968	0.99877	0.98956	0.9852	0.9986	0.9756	0.8587
6003	491.553	5.54761	9.72379	0.96	0.994	0.98	0.968	0.99846	0.98889	0.9834	0.9986	0.9754	0.8562
6004	488.22	5.50665	9.46179	0.96	0.994	0.98	0.968	0.99869	0.98935	0.9807	0.9986	0.9756	0.8545
6005	487.926	5.50383	3.86525	0.96	0.994	0.98	0.968	0.99877	0.98782	0.9798	0.9986	0.9756	0.8525
6006	492.089	11.0828	18.236	0.96	0.994	0.98	0.968	0.99861	0.98942	0.9819	0.9971	0.9754	0.8542
6007	490.177	11.0389	17.5011	0.96	0.994	0.98	0.968	0.99907	0.98950	0.9822	0.9971	0.9755	0.8549
6008	492.714	11.0979	20.787	0.96	0.994	0.98	0.968	0.99902	0.98961	0.9798	0.9971	0.9754	0.8528
